ID,Age,Gender,Residence Ownership,number of dependants,status
1357,39,MALE,OWNED,3,GOOD
1358,39,MALE,RENT,2,BAD
1359,36,FEMALE,RENT,4,BAD
1360,36,MALE,OWNED,4,GOOD
1361,33,MALE,OWNED,2,BAD
1362,31,FEMALE,RENT,5,BAD
1363,30,FEMALE,OWNED,3,GOOD
1364,39,FEMALE,RENT,3,BAD
1365,38,MALE,OWNED,1,GOOD
1366,29,MALE,OWNED,1,GOOD
1367,47,FEMALE,OWNED,5,GOOD
1368,36,MALE,OWNED,2,BAD
1369,47,MALE,OTHERS,4,BAD
1370,27,MALE,OWNED,0,GOOD
1371,25,MALE,OWNED,1,BAD
1372,31,FEMALE,OWNED,3,GOOD
1373,39,MALE,OWNED,3,BAD
1374,44,FEMALE,OWNED,0,GOOD
1375,37,MALE,OWNED,0,GOOD
1376,33,FEMALE,OWNED,4,BAD
1377,29,FEMALE,OWNED,1,GOOD
1378,35,FEMALE,RENT,5,BAD
1379,34,FEMALE,OWNED,1,GOOD
1380,22,FEMALE,PARENTS,1,BAD
1381,32,MALE,OWNED,4,BAD
1382,32,MALE,OTHERS,5,BAD
1383,28,FEMALE,OWNED,0,GOOD
1384,30,FEMALE,OTHERS,0,GOOD
1385,32,FEMALE,OTHERS,1,BAD
1386,28,MALE,OWNED,0,GOOD
1387,40,FEMALE,RENT,0,GOOD
1388,34,MALE,OWNED,4,GOOD
1389,38,FEMALE,OWNED,0,GOOD
1390,42,MALE,OWNED,4,BAD
1391,39,FEMALE,RENT,1,GOOD
1392,30,MALE,OWNED,0,GOOD
1393,52,MALE,RENT,1,GOOD
1394,30,MALE,OWNED,0,GOOD
1395,30,MALE,RENT,5,BAD
1396,34,FEMALE,OWNED,0,GOOD
1397,37,MALE,OWNED,4,BAD
1398,36,FEMALE,OWNED,3,GOOD
1399,36,FEMALE,OWNED,4,BAD
1400,36,MALE,OWNED,3,GOOD
1401,26,FEMALE,OWNED,1,GOOD
1402,37,MALE,RENT,3,BAD
1403,28,MALE,OWNED,0,GOOD
1404,38,FEMALE,OWNED,2,GOOD
1405,29,MALE,RENT,1,BAD
1406,33,MALE,RENT,1,BAD
1407,34,MALE,RENT,5,BAD
1408,30,MALE,OWNED,2,GOOD
1409,36,MALE,OWNED,2,GOOD
1410,36,MALE,OWNED,4,GOOD
1411,31,MALE,OWNED,3,GOOD
1412,33,FEMALE,OWNED,1,GOOD
1413,30,MALE,OWNED,4,GOOD
1414,38,MALE,OWNED,2,GOOD
1415,33,FEMALE,OWNED,5,GOOD
1416,42,FEMALE,RENT,2,GOOD
1417,40,MALE,OWNED,2,GOOD
1418,27,FEMALE,RENT,1,GOOD
1419,35,MALE,OWNED,3,GOOD
1420,43,FEMALE,OWNED,1,GOOD
1421,44,MALE,OWNED,4,GOOD
1422,40,MALE,OWNED,1,GOOD
1423,31,MALE,OWNED,0,GOOD
1424,41,FEMALE,OWNED,0,GOOD
1425,42,MALE,RENT,1,BAD
1426,35,MALE,OWNED,2,GOOD
1427,27,MALE,OTHERS,1,BAD
1428,36,MALE,OWNED,5,BAD
1429,31,MALE,RENT,0,GOOD
1430,43,MALE,OWNED,0,GOOD
1431,30,MALE,RENT,5,BAD
1432,37,MALE,OWNED,0,GOOD
1433,42,MALE,OWNED,3,GOOD
1434,32,FEMALE,OWNED,0,GOOD
1435,28,MALE,OWNED,1,BAD
1436,34,FEMALE,RENT,4,GOOD
1437,45,FEMALE,RENT,1,GOOD
1438,32,FEMALE,RENT,4,GOOD
1439,29,MALE,OWNED,1,BAD
1440,25,MALE,OWNED,1,GOOD
1441,36,MALE,RENT,4,BAD
1442,35,MALE,OWNED,5,GOOD
1443,30,FEMALE,OWNED,2,GOOD
1444,30,MALE,OWNED,5,GOOD
1445,34,MALE,OWNED,1,GOOD
1446,38,FEMALE,RENT,1,GOOD
1447,25,MALE,OWNED,0,BAD
1448,41,MALE,RENT,3,BAD
1449,27,MALE,RENT,0,GOOD
1450,25,FEMALE,RENT,0,BAD
1451,23,FEMALE,OWNED,0,GOOD
1452,22,FEMALE,PARENTS,0,GOOD
1453,29,MALE,OWNED,0,GOOD
1454,29,MALE,RENT,0,BAD
1455,28,MALE,OWNED,0,GOOD
1456,34,FEMALE,OWNED,2,GOOD
1457,37,FEMALE,RENT,2,GOOD
1458,36,FEMALE,OWNED,2,GOOD
1459,34,MALE,RENT,4,BAD
1460,31,FEMALE,OWNED,5,GOOD
1461,39,MALE,OWNED,1,GOOD
1462,37,FEMALE,OWNED,2,GOOD
1463,35,MALE,OWNED,2,GOOD
1464,28,MALE,RENT,0,BAD
1465,41,FEMALE,OWNED,2,GOOD
1466,33,MALE,RENT,0,GOOD
1467,43,MALE,OWNED,5,BAD
1468,40,FEMALE,RENT,3,BAD
1469,40,MALE,RENT,5,BAD
1470,41,FEMALE,OWNED,3,GOOD
1471,42,MALE,PARENTS,2,BAD
1472,33,FEMALE,OWNED,5,GOOD
1473,32,MALE,OWNED,2,BAD
1474,21,FEMALE,PARENTS,1,GOOD
1475,46,MALE,OTHERS,1,GOOD
1476,25,FEMALE,OWNED,0,GOOD
1477,45,MALE,OWNED,4,GOOD
1478,37,FEMALE,RENT,5,GOOD
1479,36,FEMALE,OWNED,1,GOOD
1480,42,FEMALE,RENT,2,GOOD
1481,29,FEMALE,RENT,0,GOOD
1482,38,FEMALE,PARENTS,1,GOOD
1483,37,MALE,PARENTS,2,GOOD
1484,37,MALE,RENT,3,BAD
1485,26,FEMALE,OWNED,1,GOOD
1486,42,MALE,OWNED,5,GOOD
1487,41,FEMALE,RENT,2,BAD
1488,38,FEMALE,OTHERS,3,GOOD
1489,31,MALE,RENT,0,BAD
1490,27,FEMALE,OWNED,1,GOOD
1491,25,FEMALE,OWNED,1,GOOD
1492,36,FEMALE,RENT,1,GOOD
1493,30,MALE,OWNED,2,GOOD
1494,36,MALE,RENT,3,GOOD
1495,22,FEMALE,PARENTS,0,GOOD
1496,49,MALE,OWNED,0,GOOD
1497,42,MALE,RENT,1,BAD
1498,34,MALE,OTHERS,5,BAD
1499,45,FEMALE,OWNED,3,GOOD
1500,35,MALE,OWNED,4,GOOD
1501,30,FEMALE,OWNED,5,GOOD
1502,22,MALE,PARENTS,1,GOOD
1503,54,MALE,OWNED,1,GOOD
1504,42,MALE,OWNED,4,GOOD
1505,29,MALE,OWNED,0,GOOD
1506,37,MALE,OWNED,5,BAD
1507,38,MALE,RENT,4,BAD
1508,34,FEMALE,RENT,4,BAD
1509,42,FEMALE,OWNED,1,GOOD
1510,33,MALE,OTHERS,2,GOOD
1511,47,MALE,OWNED,3,GOOD
1512,38,MALE,OTHERS,4,BAD
1513,38,MALE,OWNED,3,GOOD
1514,35,MALE,OWNED,0,GOOD
1515,35,FEMALE,RENT,5,BAD
1516,35,MALE,RENT,2,BAD
1517,43,MALE,OWNED,4,GOOD
1518,32,FEMALE,OWNED,3,GOOD
1519,33,MALE,OWNED,1,BAD
1520,33,FEMALE,OWNED,4,GOOD
1521,36,MALE,PARENTS,3,BAD
1522,26,MALE,OWNED,1,GOOD
1523,36,MALE,PARENTS,5,BAD
1524,45,MALE,OWNED,0,GOOD
1525,30,MALE,OWNED,3,GOOD
1526,44,FEMALE,OWNED,5,GOOD
1527,33,FEMALE,RENT,0,GOOD
1528,40,FEMALE,RENT,1,GOOD
1529,33,MALE,OWNED,4,GOOD
1530,31,MALE,OTHERS,1,GOOD
1531,28,MALE,OWNED,0,BAD
1532,34,FEMALE,RENT,2,GOOD
1533,38,FEMALE,OTHERS,5,BAD
1534,35,FEMALE,RENT,0,GOOD
1535,39,MALE,OWNED,0,GOOD
1536,35,MALE,OWNED,2,GOOD
1537,28,MALE,RENT,0,BAD
1538,28,MALE,OWNED,1,BAD
1539,36,FEMALE,RENT,0,GOOD
1540,42,MALE,OWNED,5,GOOD
1541,24,MALE,PARENTS,1,BAD
1542,25,FEMALE,OWNED,0,GOOD
1543,35,FEMALE,OWNED,5,GOOD
1544,30,MALE,OWNED,3,BAD
1545,40,FEMALE,OWNED,1,GOOD
1546,19,FEMALE,PARENTS,0,GOOD
1547,23,MALE,PARENTS,1,BAD
1548,35,MALE,RENT,5,BAD
1549,36,MALE,RENT,4,BAD
1550,43,FEMALE,OWNED,5,GOOD
1551,22,MALE,PARENTS,1,BAD
1552,40,FEMALE,OWNED,0,GOOD
1553,33,FEMALE,OWNED,1,GOOD
1554,40,MALE,OTHERS,1,BAD
1555,32,MALE,OWNED,4,BAD
1556,33,MALE,OTHERS,4,BAD
1557,28,MALE,RENT,1,BAD
1558,46,MALE,OWNED,1,GOOD
1559,26,MALE,PARENTS,1,BAD
1560,40,FEMALE,OWNED,2,GOOD
1561,37,MALE,RENT,3,BAD
1562,32,MALE,OWNED,0,GOOD
1563,39,MALE,RENT,3,BAD
1564,41,MALE,OWNED,4,BAD
1565,27,MALE,OWNED,0,GOOD
1566,36,MALE,OWNED,1,GOOD
1567,34,MALE,RENT,0,BAD
1568,32,MALE,RENT,5,BAD
1569,39,FEMALE,RENT,4,GOOD
1570,31,MALE,OWNED,2,GOOD
1571,39,MALE,OWNED,0,GOOD
1572,30,FEMALE,OWNED,0,GOOD
1573,37,MALE,RENT,5,BAD
1574,25,MALE,OWNED,0,GOOD
1575,37,MALE,OWNED,3,GOOD
1576,30,MALE,OWNED,4,BAD
1577,32,MALE,RENT,5,BAD
1578,30,MALE,RENT,4,BAD
1579,31,FEMALE,PARENTS,3,GOOD
1580,43,MALE,RENT,5,BAD
1581,31,FEMALE,RENT,3,BAD
1582,31,MALE,RENT,1,GOOD
1583,42,MALE,RENT,2,BAD
1584,30,MALE,RENT,2,BAD
1585,45,MALE,PARENTS,0,GOOD
1586,31,MALE,OWNED,1,GOOD
1587,24,MALE,RENT,0,BAD
1588,30,MALE,RENT,1,BAD
1589,32,FEMALE,RENT,3,GOOD
1590,24,FEMALE,OWNED,0,GOOD
1591,29,MALE,OWNED,0,GOOD
1592,41,FEMALE,RENT,5,BAD
1593,31,MALE,OWNED,0,GOOD
1594,31,FEMALE,RENT,0,GOOD
1595,38,FEMALE,OWNED,2,GOOD
1596,33,MALE,RENT,4,BAD
1597,29,FEMALE,OWNED,0,GOOD
1598,45,MALE,RENT,5,GOOD
1599,38,MALE,OWNED,0,GOOD
1600,30,MALE,OWNED,5,GOOD
1601,36,FEMALE,OWNED,4,GOOD
1602,32,MALE,OTHERS,4,BAD
1603,35,FEMALE,RENT,3,GOOD
1604,27,MALE,RENT,0,GOOD
1605,35,FEMALE,OWNED,4,GOOD
1606,33,MALE,RENT,4,BAD
1607,41,MALE,PARENTS,0,GOOD
1608,36,MALE,OWNED,4,GOOD
1609,28,FEMALE,RENT,0,BAD
1610,27,MALE,RENT,0,BAD
1611,29,MALE,RENT,1,BAD
1612,36,MALE,OWNED,0,GOOD
1613,26,FEMALE,OWNED,1,GOOD
1614,26,FEMALE,RENT,1,GOOD
1615,36,MALE,OWNED,5,GOOD
1616,35,FEMALE,OTHERS,0,GOOD
1617,37,MALE,RENT,2,BAD
1618,32,FEMALE,RENT,4,BAD
1619,40,MALE,OWNED,0,GOOD
1620,24,FEMALE,PARENTS,0,GOOD
1621,37,FEMALE,OWNED,3,GOOD
1622,32,FEMALE,RENT,0,GOOD
1623,41,MALE,OWNED,2,GOOD
1624,40,FEMALE,RENT,3,GOOD
1625,36,MALE,OWNED,5,GOOD
1626,36,FEMALE,OWNED,4,BAD
1627,33,FEMALE,OWNED,3,GOOD
1628,38,FEMALE,OWNED,3,GOOD
1629,28,FEMALE,PARENTS,1,GOOD
1630,36,MALE,OWNED,5,BAD
1631,31,FEMALE,OWNED,0,GOOD
1632,25,MALE,OTHERS,1,BAD
1633,35,MALE,OWNED,5,GOOD
1634,38,MALE,OWNED,3,GOOD
1635,39,MALE,OWNED,3,GOOD
1636,26,MALE,OWNED,0,GOOD
1637,36,FEMALE,OWNED,2,GOOD
1638,44,FEMALE,OWNED,0,GOOD
1639,35,MALE,RENT,0,GOOD
1640,29,FEMALE,PARENTS,0,GOOD
1641,37,MALE,OWNED,1,GOOD
1642,37,MALE,RENT,3,BAD
1643,32,FEMALE,PARENTS,0,GOOD
1644,35,FEMALE,OWNED,0,GOOD
1645,39,FEMALE,RENT,2,GOOD
1646,41,MALE,OWNED,0,GOOD
1647,37,FEMALE,OWNED,4,BAD
1648,38,FEMALE,RENT,3,GOOD
1649,39,MALE,OWNED,3,GOOD
1650,33,MALE,RENT,5,BAD
1651,31,FEMALE,OWNED,2,GOOD
1652,31,MALE,OWNED,5,GOOD
1653,33,MALE,OTHERS,2,BAD
1654,38,FEMALE,OWNED,2,GOOD
1655,34,MALE,PARENTS,5,BAD
1656,24,MALE,PARENTS,1,GOOD
1657,41,MALE,OWNED,4,BAD
1658,35,FEMALE,PARENTS,0,GOOD
1659,29,FEMALE,RENT,0,BAD
1660,42,FEMALE,OWNED,1,GOOD
1661,31,MALE,OWNED,1,GOOD
1662,40,FEMALE,OWNED,3,GOOD
1663,34,FEMALE,OWNED,2,GOOD
1664,46,FEMALE,OWNED,2,GOOD
1665,42,FEMALE,OWNED,3,GOOD
1666,32,MALE,RENT,3,BAD
1667,33,MALE,OWNED,4,BAD
1668,41,MALE,OWNED,1,GOOD
1669,47,FEMALE,OWNED,4,GOOD
1670,32,MALE,OWNED,5,GOOD
1671,36,FEMALE,OWNED,2,GOOD
1672,30,MALE,OWNED,0,GOOD
1673,33,MALE,OWNED,1,GOOD
1674,37,MALE,OTHERS,5,GOOD
1675,37,MALE,PARENTS,5,BAD
1676,37,FEMALE,OWNED,3,GOOD
1677,35,FEMALE,OTHERS,0,GOOD
1678,32,FEMALE,OWNED,1,GOOD
1679,29,MALE,OWNED,1,BAD
1680,27,FEMALE,OWNED,0,GOOD
1681,39,MALE,OWNED,0,GOOD
1682,31,MALE,RENT,2,BAD
1683,34,MALE,PARENTS,4,BAD
1684,30,FEMALE,RENT,0,GOOD
1685,38,FEMALE,OWNED,2,GOOD
1686,20,MALE,PARENTS,1,BAD
1687,27,MALE,OWNED,1,GOOD
1688,31,MALE,OWNED,1,GOOD
1689,33,FEMALE,OTHERS,4,BAD
1690,39,MALE,RENT,1,GOOD
1691,29,MALE,RENT,1,BAD
1692,36,MALE,OWNED,0,GOOD
1693,36,MALE,OWNED,1,GOOD
1694,41,MALE,OWNED,2,GOOD
1695,48,MALE,RENT,0,BAD
1696,36,MALE,OWNED,4,BAD
1697,36,FEMALE,OWNED,3,GOOD
1698,45,MALE,OWNED,1,GOOD
1699,44,FEMALE,OTHERS,1,GOOD
1700,32,FEMALE,OWNED,2,GOOD
1701,34,FEMALE,OWNED,3,GOOD
1702,35,MALE,RENT,4,BAD
1703,31,FEMALE,PARENTS,4,BAD
1704,31,FEMALE,OWNED,5,GOOD
1705,34,FEMALE,OTHERS,2,GOOD
1706,35,FEMALE,RENT,4,BAD
1707,22,MALE,PARENTS,0,GOOD
1708,34,FEMALE,RENT,2,GOOD
1709,29,FEMALE,OWNED,0,GOOD
1710,37,FEMALE,RENT,0,GOOD
1711,37,MALE,OWNED,5,BAD
1712,32,MALE,OWNED,4,BAD
1713,28,FEMALE,RENT,0,GOOD
1714,30,FEMALE,OWNED,4,GOOD
1715,38,FEMALE,OWNED,0,GOOD
1716,40,FEMALE,PARENTS,3,GOOD
1717,35,MALE,OWNED,5,GOOD
1718,27,FEMALE,RENT,1,GOOD
1719,53,FEMALE,OWNED,3,GOOD
1720,37,MALE,OWNED,4,BAD
1721,36,FEMALE,OWNED,4,GOOD
1722,37,FEMALE,OWNED,0,GOOD
1723,42,MALE,OWNED,5,GOOD
1724,38,MALE,OWNED,1,GOOD
1725,22,FEMALE,OWNED,0,GOOD
1726,28,MALE,RENT,1,BAD
1727,36,FEMALE,RENT,2,GOOD
1728,39,MALE,OTHERS,4,BAD
1729,36,FEMALE,PARENTS,0,GOOD
1730,16,MALE,PARENTS,1,BAD
1731,32,FEMALE,OWNED,1,GOOD
1732,31,MALE,RENT,3,BAD
1733,49,MALE,OWNED,0,GOOD
1734,29,FEMALE,RENT,1,BAD
1735,32,FEMALE,RENT,1,GOOD
1736,37,MALE,RENT,1,GOOD
1737,36,FEMALE,OWNED,3,GOOD
1738,42,MALE,OWNED,3,GOOD
1739,38,MALE,OTHERS,5,BAD
1740,41,MALE,OWNED,4,BAD
1741,38,MALE,OWNED,0,GOOD
1742,32,MALE,OWNED,0,GOOD
1743,43,FEMALE,OWNED,1,GOOD
1744,44,MALE,OWNED,1,GOOD
1745,41,MALE,PARENTS,4,BAD
1746,42,MALE,RENT,5,BAD
1747,43,MALE,RENT,5,BAD
1748,32,MALE,RENT,0,BAD
1749,32,MALE,PARENTS,2,GOOD
1750,17,MALE,PARENTS,0,BAD
1751,30,FEMALE,RENT,2,GOOD
1752,45,MALE,OTHERS,2,BAD
1753,44,MALE,RENT,3,BAD
1754,39,MALE,OWNED,5,GOOD
1755,33,FEMALE,OWNED,4,GOOD
1756,40,MALE,PARENTS,3,GOOD
1757,38,MALE,OTHERS,3,BAD
1758,25,MALE,RENT,0,BAD
1759,33,MALE,OWNED,2,BAD
1760,30,FEMALE,OWNED,1,GOOD
1761,44,FEMALE,OWNED,5,GOOD
1762,26,MALE,OWNED,0,GOOD
1763,51,FEMALE,OWNED,2,GOOD
1764,59,MALE,RENT,2,GOOD
1765,39,MALE,OWNED,2,GOOD
1766,23,FEMALE,PARENTS,0,GOOD
1767,30,FEMALE,OWNED,4,GOOD
1768,43,MALE,OTHERS,1,GOOD
1769,39,FEMALE,OWNED,5,GOOD
1770,35,MALE,OWNED,2,GOOD
1771,35,MALE,RENT,2,BAD
1772,37,MALE,RENT,3,BAD
1773,47,MALE,OWNED,1,GOOD
1774,37,MALE,OWNED,4,GOOD
1775,45,MALE,OTHERS,2,BAD
1776,28,FEMALE,OWNED,1,GOOD
1777,39,FEMALE,OWNED,1,GOOD
1778,33,MALE,RENT,5,BAD
1779,30,FEMALE,OWNED,5,GOOD
1780,33,MALE,RENT,1,BAD
1781,41,MALE,OWNED,1,GOOD
1782,34,FEMALE,OWNED,3,GOOD
1783,30,FEMALE,RENT,5,BAD
1784,25,MALE,RENT,1,BAD
1785,23,MALE,OWNED,1,GOOD
1786,26,MALE,OWNED,1,GOOD
1787,44,MALE,OWNED,5,BAD
1788,30,FEMALE,RENT,0,GOOD
1789,23,FEMALE,PARENTS,1,GOOD
1790,28,MALE,OWNED,0,GOOD
1791,25,MALE,OWNED,1,GOOD
1792,26,FEMALE,OWNED,0,GOOD
1793,32,MALE,OWNED,3,GOOD
1794,40,FEMALE,OWNED,2,GOOD
1795,43,MALE,OWNED,1,GOOD
1796,41,FEMALE,OWNED,5,GOOD
1797,31,FEMALE,OWNED,4,GOOD
1798,37,MALE,OWNED,0,GOOD
1799,40,MALE,OWNED,3,GOOD
1800,48,FEMALE,RENT,5,GOOD
1801,33,MALE,RENT,4,BAD
1802,38,MALE,OWNED,2,GOOD
1803,40,MALE,OWNED,1,GOOD
1804,41,MALE,OWNED,5,GOOD
1805,26,FEMALE,OWNED,1,GOOD
1806,46,MALE,OWNED,4,BAD
1807,40,MALE,OWNED,4,BAD
1808,29,MALE,RENT,0,BAD
1809,40,FEMALE,OWNED,2,GOOD
1810,30,MALE,OWNED,3,GOOD
1811,37,MALE,OWNED,3,GOOD
1812,39,FEMALE,OWNED,5,GOOD
1813,38,FEMALE,RENT,1,BAD
1814,51,MALE,OWNED,0,GOOD
1815,30,MALE,RENT,0,GOOD
1816,41,FEMALE,RENT,2,GOOD
1817,42,FEMALE,OWNED,0,GOOD
1818,39,MALE,OWNED,4,BAD
1819,29,FEMALE,RENT,1,GOOD
1820,37,FEMALE,OWNED,5,GOOD
1821,40,FEMALE,OTHERS,3,BAD
1822,38,FEMALE,OWNED,0,GOOD
1823,32,MALE,RENT,5,BAD
1824,33,FEMALE,OWNED,3,GOOD
1825,39,MALE,OWNED,2,GOOD
1826,29,FEMALE,RENT,1,BAD
1827,41,FEMALE,OWNED,3,GOOD
1828,48,MALE,OWNED,1,GOOD
1829,42,FEMALE,OWNED,3,GOOD
1830,34,MALE,OWNED,3,GOOD
1831,33,MALE,RENT,0,BAD
1832,40,MALE,PARENTS,5,BAD
1833,46,FEMALE,OTHERS,1,GOOD
1834,35,MALE,OWNED,5,BAD
1835,48,MALE,OWNED,1,GOOD
1836,27,FEMALE,RENT,1,BAD
1837,40,FEMALE,OWNED,4,GOOD
1838,30,MALE,OWNED,3,GOOD
1839,27,MALE,OTHERS,1,BAD
1840,33,FEMALE,OWNED,0,GOOD
1841,30,MALE,OWNED,0,GOOD
1842,32,FEMALE,OWNED,1,GOOD
1843,35,MALE,RENT,3,BAD
1844,44,FEMALE,RENT,1,BAD
1845,34,MALE,OWNED,5,BAD
1846,31,FEMALE,OWNED,2,GOOD
1847,33,FEMALE,OWNED,2,GOOD
1848,44,MALE,RENT,3,GOOD
1849,29,FEMALE,OWNED,0,GOOD
1850,27,MALE,OWNED,0,GOOD
1851,39,MALE,RENT,4,BAD
1852,36,MALE,OWNED,1,GOOD
1853,32,FEMALE,RENT,3,GOOD
1854,33,FEMALE,OWNED,0,GOOD
1855,39,FEMALE,OTHERS,3,GOOD
1856,32,MALE,RENT,0,BAD
1857,26,MALE,OWNED,0,GOOD
1858,34,MALE,OWNED,3,GOOD
1859,24,MALE,PARENTS,0,BAD
1860,43,FEMALE,RENT,1,GOOD
1861,34,MALE,RENT,4,BAD
1862,39,MALE,OWNED,2,GOOD
1863,28,FEMALE,RENT,1,GOOD
1864,44,FEMALE,RENT,1,GOOD
1865,20,FEMALE,OWNED,0,GOOD
1866,38,MALE,RENT,2,BAD
1867,42,FEMALE,OWNED,5,GOOD
1868,35,MALE,RENT,0,BAD
1869,35,FEMALE,RENT,0,GOOD
1870,20,MALE,RENT,1,GOOD
1871,28,MALE,OWNED,0,GOOD
1872,37,MALE,OWNED,2,GOOD
1873,34,MALE,OTHERS,2,GOOD
1874,24,MALE,PARENTS,1,BAD
1875,36,FEMALE,RENT,5,BAD
1876,40,FEMALE,RENT,0,GOOD
1877,31,FEMALE,RENT,2,BAD
1878,37,MALE,OWNED,2,GOOD
1879,37,MALE,OTHERS,2,GOOD
1880,28,FEMALE,OWNED,0,GOOD
1881,32,MALE,RENT,4,BAD
1882,33,MALE,OTHERS,0,GOOD
1883,35,MALE,OTHERS,4,BAD
1884,42,MALE,OTHERS,4,BAD
1885,33,MALE,OWNED,0,GOOD
1886,28,FEMALE,OWNED,0,GOOD
1887,38,MALE,OWNED,1,GOOD
1888,32,MALE,OTHERS,0,GOOD
1889,42,FEMALE,RENT,1,BAD
1890,32,MALE,OWNED,0,GOOD
1891,42,MALE,OWNED,4,GOOD
1892,46,FEMALE,OWNED,5,GOOD
1893,28,MALE,OWNED,0,BAD
1894,31,MALE,RENT,2,GOOD
1895,37,MALE,OWNED,2,GOOD
1896,28,MALE,RENT,0,BAD
1897,35,FEMALE,OWNED,1,GOOD
1898,34,MALE,PARENTS,2,BAD
1899,42,MALE,RENT,5,BAD
1900,35,MALE,RENT,0,GOOD
1901,34,MALE,PARENTS,2,BAD
1902,33,MALE,OWNED,0,GOOD
1903,33,MALE,RENT,3,BAD
1904,34,FEMALE,OWNED,0,GOOD
1905,29,FEMALE,RENT,0,GOOD
1906,39,MALE,RENT,4,BAD
1907,35,MALE,OWNED,1,GOOD
1908,40,FEMALE,OWNED,5,GOOD
1909,32,FEMALE,OWNED,4,BAD
1910,38,MALE,RENT,5,BAD
1911,32,MALE,RENT,0,GOOD
1912,32,MALE,OTHERS,2,GOOD
1913,37,MALE,OWNED,0,GOOD
1914,33,MALE,PARENTS,2,GOOD
1915,29,MALE,RENT,1,BAD
1916,46,MALE,OWNED,2,GOOD
1917,32,MALE,OWNED,1,GOOD
1918,39,MALE,OWNED,5,GOOD
1919,35,MALE,OWNED,4,GOOD
1920,41,FEMALE,OWNED,0,GOOD
1921,28,FEMALE,RENT,1,BAD
1922,35,MALE,RENT,1,BAD
1923,39,MALE,OWNED,0,GOOD
1924,35,MALE,OWNED,0,GOOD
1925,39,MALE,OWNED,4,BAD
1926,41,MALE,OWNED,3,GOOD
1927,32,FEMALE,OWNED,0,GOOD
1928,37,MALE,OWNED,3,GOOD
1929,34,MALE,RENT,2,GOOD
1930,25,FEMALE,OWNED,1,GOOD
1931,28,MALE,OTHERS,1,BAD
1932,28,FEMALE,OWNED,0,GOOD
1933,36,MALE,OWNED,3,GOOD
1934,44,FEMALE,RENT,5,BAD
1935,26,FEMALE,OWNED,0,GOOD
1936,38,MALE,RENT,5,BAD
1937,39,MALE,OTHERS,4,BAD
1938,35,MALE,RENT,3,BAD
1939,35,FEMALE,OWNED,0,GOOD
1940,42,FEMALE,RENT,5,BAD
1941,48,MALE,OWNED,3,GOOD
1942,36,MALE,RENT,5,BAD
1943,34,FEMALE,RENT,3,GOOD
1944,40,FEMALE,OWNED,5,GOOD
1945,37,MALE,RENT,1,BAD
1946,20,MALE,PARENTS,0,BAD
1947,37,FEMALE,RENT,0,GOOD
1948,34,MALE,OWNED,1,GOOD
1949,32,MALE,RENT,5,BAD
1950,35,MALE,OWNED,3,BAD
1951,36,FEMALE,PARENTS,0,GOOD
1952,31,FEMALE,PARENTS,2,GOOD
1953,39,FEMALE,OWNED,3,GOOD
1954,35,FEMALE,OWNED,2,GOOD
1955,40,FEMALE,OWNED,5,BAD
1956,42,FEMALE,OTHERS,5,BAD
1957,34,MALE,OWNED,2,GOOD
1958,35,FEMALE,OWNED,4,GOOD
1959,35,MALE,OWNED,3,GOOD
1960,36,FEMALE,OTHERS,4,GOOD
1961,36,MALE,OWNED,5,BAD
1962,40,MALE,RENT,4,BAD
1963,37,FEMALE,OWNED,2,GOOD
1964,37,MALE,OWNED,5,BAD
1965,34,FEMALE,OWNED,5,GOOD
1966,33,FEMALE,RENT,5,GOOD
1967,40,FEMALE,OWNED,1,GOOD
1968,41,MALE,OWNED,1,GOOD
1969,27,MALE,OWNED,1,GOOD
1970,38,FEMALE,OWNED,1,GOOD
1971,37,MALE,OTHERS,4,BAD
1972,42,FEMALE,OWNED,4,GOOD
1973,45,MALE,OWNED,3,BAD
1974,34,MALE,OWNED,1,GOOD
1975,26,MALE,OWNED,1,BAD
1976,37,MALE,PARENTS,5,BAD
1977,21,MALE,PARENTS,1,BAD
1978,47,MALE,OWNED,2,GOOD
1979,31,MALE,OWNED,0,GOOD
1980,44,FEMALE,OWNED,3,GOOD
1981,36,MALE,RENT,4,BAD
1982,31,MALE,RENT,1,GOOD
1983,37,FEMALE,RENT,0,GOOD
1984,33,MALE,OTHERS,1,GOOD
1985,34,MALE,RENT,3,BAD
1986,39,MALE,RENT,0,BAD
1987,28,MALE,OWNED,0,GOOD
1988,36,FEMALE,OWNED,5,GOOD
1989,41,MALE,OWNED,0,GOOD
1990,43,MALE,OWNED,0,GOOD
1991,52,FEMALE,OWNED,0,GOOD
1992,30,FEMALE,OWNED,4,GOOD
1993,42,FEMALE,OWNED,2,GOOD
1994,39,FEMALE,OWNED,4,GOOD
1995,40,MALE,OTHERS,2,BAD
1996,34,MALE,OWNED,3,BAD
1997,32,FEMALE,RENT,4,GOOD
1998,34,MALE,OWNED,3,GOOD
1999,41,MALE,OWNED,4,BAD
2000,35,MALE,RENT,5,BAD
2001,34,FEMALE,OWNED,1,GOOD
2002,39,MALE,RENT,0,BAD
2003,37,FEMALE,RENT,2,GOOD
2004,41,MALE,OWNED,0,GOOD
2005,28,FEMALE,RENT,1,BAD
2006,30,FEMALE,OWNED,3,GOOD
2007,40,MALE,OWNED,0,GOOD
2008,30,MALE,RENT,4,BAD
2009,29,FEMALE,OWNED,0,GOOD
2010,27,MALE,OWNED,0,GOOD
2011,33,MALE,RENT,2,GOOD
